dataset_label;details;plz;ort;adresse;titel;preis;wohnflaeche;roi_s;roi_i;tage_online;hausgeld;zustand;trend;cashflow;link_immometrica;online_bucket;liquiditaets_malus;audit_kategorie;manual_review_required
Leipzig;https://www.immometrica.com/de/offer/23721913;4177;Leipzig;Georg-Schwarz-Str. 60, 04177 Leipzig;Gepflegte 2-Zimmer-Wohnung mit Balkon in Lindenau - vermietet;129000.0;55.4;4.8;3.9;365.0;380.0;Gepflegt;gesunken;137.33;https://www.immometrica.com/de/offer/23721913;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27518839;4347;Schönefeld-Abtnaundorf;Taubestraße 42, 04347 Leipzig (Schönefeld-Abtnaundorf);vermietete schicke Single-WE in Schönefeld-Abtnaundorf;108000.0;45.0;4.8;3.7;27.0;233.26;Gepflegt;-;194.52;https://www.immometrica.com/de/offer/27518839;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27093373;4179;Leipzig;Brehmestr. 13, 04179 Leipzig;Erdgeschoss-Wohnung mit Terrasse und Tiefgaragen-Stellplatz in Leipzig-Leutzsch;140000.0;61.0;4.8;3.3;64.0;292.03;Gepflegt;-;153.43;https://www.immometrica.com/de/offer/27093373;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25892568;4329;Heiterblick;Rotfuchsstr. 11, 04329 Leipzig;Frei und bezugsfertig: Moderne 2-Raum-Wohnung inklusive hochwertiger Einbauküche;140000.0;62.0;4.8;;166.0;338.0;Gepflegt;gesunken;160.25;https://www.immometrica.com/de/offer/25892568;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27152562;4159;Wahren;Paul-Ernst-Straße 4, 04159 Wahren, Leipzig;Zwischen Natur und Innenstadt – modernes Wohnen mit Investmentpotenzial;90000.0;29.0;4.7;;59.0;152.0;Gepflegt;-;229.03;https://www.immometrica.com/de/offer/27152562;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26966851;4279;Leipzig;04279 Leipzig;Leipzig lohnt sich!  2 Zimmer, Küche, Bad, Balkon - zum kleinen Preis;117970.0;50.2;4.7;;74.0;;Gepflegt;-;192.93;https://www.immometrica.com/de/offer/26966851;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27329570;4159;Leipzig;Dähnhardtstr. 3, 04159 Leipzig;Helle 2-Zimmer-Einheit mit Balkon und Innenhofblick in Leipzig-Wahren;129000.0;55.0;4.7;5.1;43.0;146.6;Gepflegt;-;263.78;https://www.immometrica.com/de/offer/27329570;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27797485;4129;Eutritzsch;Zerbster Strasse 7a, 04129 Eutritzsch, Leipzig;Hell, modern, mit Balkon in Hochparterre– 2-Zimmer-Wohnung zum Verlieben;120000.0;45.0;4.7;5.1;1.0;263.0;Gepflegt;-;228.83;https://www.immometrica.com/de/offer/27797485;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27168849;4229;Schleußig;04229 Leipzig - Schleußig 04229 Leipzig - Schleußig;2-Raum-Wohnung mit Loggia im beliebten Schleußig;135000.0;45.0;4.7;;58.0;246.0;Gepflegt;-;186.65;https://www.immometrica.com/de/offer/27168849;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26205475;4209;Leipzig;Weißdornstr. 20, 04209 Leipzig;Eigentumswohnung mit Balkon!;95000.0;46.3;4.7;;139.0;;Renovierungsbedürftig;-;193.68;https://www.immometrica.com/de/offer/26205475;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27241554;4328;Leipzig;04328 Leipzig;Attraktive vermietete Eigentumswohnung mit Balkon in Leipzig-Paunsdorf;105000.0;46.55;4.7;3.3;51.0;253.64;Saniert;-;186.9;https://www.immometrica.com/de/offer/27241554;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27778801;4279;Lößnig;04279 Leipzig - Lößnig 04279 Leipzig - Lößnig;2-Zimmer-ETW | 41 m² | Leipzig-Lößnig | 100.000 € | Kapitalanlage;100000.0;40.86;4.7;;3.0;190.0;Gepflegt;-;221.42;https://www.immometrica.com/de/offer/27778801;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25754311;4279;Dölitz-Dösen;Cröberner Straße 10, 04279 Dölitz-Dösen, Leipzig;!!! RUHIG gelegene 2-Raumwohnung mit Balkon und kleinem Gartenanteil !!! WE ist vermietet !!!;110000.0;42.97;4.7;3.6;178.0;295.0;Saniert;-;168.26;https://www.immometrica.com/de/offer/25754311;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26522305;4275;Südvorstadt;Brandvorwerkstr. 29, 04275 Leipzig (Südvorstadt);2-Raum ETW in ruhiger Lage in der Südvorstadt;145000.0;50.0;4.7;3.4;113.0;303.46;Gepflegt;-;140.29;https://www.immometrica.com/de/offer/26522305;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27042656;4159;Leipzig;Gustav-Kühn-Str. 2, 04159 Leipzig;***ERDWÄRME***Helle 2-RWG-Fußbodenheizung-Deckenspots-Dusche+Wanne-Balkon ***WE16***;145000.0;59.98;4.7;6.0;69.0;355.95;Saniert;-;285.28;https://www.immometrica.com/de/offer/27042656;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27667462;4319;Engelsdorf;Engelsdorfer Straße 349, 04319 Engelsdorf, Leipzig;+++ Ein sonniger Traum - lichtdurchflutete 2 Zi. DG-WE mit Dachbalkon, Stpl.  &  Blick ins Grüne+++;138900.0;57.02;4.7;3.8;14.0;249.0;Gepflegt;-;163.93;https://www.immometrica.com/de/offer/27667462;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26313225;4178;Böhlitz-Ehrenberg;Pflaumestraße 19, 04178 Böhlitz-Ehrenberg, Leipzig;Fit in die Zukunft! Barrierefrei, Aufzug - vermietete Wohnung als Kapitalanlage;125000.0;50.8;4.7;3.9;129.0;272.17;Saniert;-;162.84;https://www.immometrica.com/de/offer/26313225;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25648502;4177;Altlindenau;04177 Altlindenau, Leipzig;Charmantes Zuhause in ruhiger Lage – Wohnung mit sonnigem Balkon;148000.0;65.23;4.7;3.0;196.0;270.0;Gepflegt;gesunken;147.4;https://www.immometrica.com/de/offer/25648502;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27619688;4129;Eutritzsch;Bonhoefferstraße 6, 04129 Eutritzsch, Leipzig;Tolle 2-Zimmer-Wohnung mit Balkon im beliebten Anhalter Carré;135000.0;53.73;4.7;3.6;17.0;211.0;Gepflegt;-;173.56;https://www.immometrica.com/de/offer/27619688;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26796351;4329;Leipzig;Maulwurfweg 3, 04329 Leipzig;++ 4,57 % Rendite: EG-Wohnung mit gemütlicher Terrasse in ruhiger Wohnlage ++;110000.0;45.9;4.7;4.6;91.0;166.07;Gepflegt;-;204.26;https://www.immometrica.com/de/offer/26796351;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27430524;4277;Connewitz;04277 Leipzig - Connewitz 04277 Leipzig - Connewitz;++ 4,40 % IST-Rendite, Barrierefrei, Aufzug! Vermietetes 1-Zimmer-Apartment in Connewitz ++;109000.0;38.52;4.7;;34.0;104.0;Gepflegt;-;240.1;https://www.immometrica.com/de/offer/27430524;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26902898;4179;Leipzig;Bischofstr. 27, 04179 Leipzig;Apartment mit Balkon und neuer Einbauküche;119500.0;40.0;4.7;;80.0;134.0;Gepflegt;-;206.5;https://www.immometrica.com/de/offer/26902898;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/23627173;4349;Thekla;Tauchaer Straße 79, 04349 Thekla, Leipzig;Schöne Lage im Leipziger Norden - Eigentumswohnung zu verkaufen;150000.0;59.96;4.7;;374.0;225.0;Gepflegt;gesunken;157.15;https://www.immometrica.com/de/offer/23627173;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27814739;4209;Grünau-Mitte;Stuttgarter Allee 41, 04209 Leipzig;Unkompliziert einziehen oder :  2-Zi.-ETW mit Balkon, TG-Stellplatz und Aufzug in guter Lage;92500.0;38.0;4.7;;0.0;346.0;Gepflegt;-;162.25;https://www.immometrica.com/de/offer/27814739;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/18122865;4129;Eutritzsch;04129 Leipzig - Eutritzsch 04129 Leipzig - Eutritzsch;vermietete 2 Zimmerwohnung - Kapitalanlage;120000.0;46.3;4.7;3.2;924.0;41.0;Saniert;gestiegen;251.83;https://www.immometrica.com/de/offer/18122865;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26919200;4179;Leipzig;Bischofstr. 13, 04179 Leipzig;Reserviert! Sofort Bezugsfrei ! Schickes 1 Zi.-Apartment mit Balkon für Singles ! PROVISIONSFREI !;100000.0;32.0;4.7;0.0;79.0;;Gepflegt;-;215.42;https://www.immometrica.com/de/offer/26919200;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/21917485;4329;Heiterblick;04329 Leipzig - Paunsdorf 04329 Leipzig - Paunsdorf;Schöne Eigentumswohnung in gefragter Wohnlage mit Balkon / Tiefgarage und Parkanlage;99000.0;44.26;4.7;;534.0;250.0;Gepflegt;gesunken;200.9;https://www.immometrica.com/de/offer/21917485;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26740181;4317;Reudnitz-Thonberg;04317 Leipzig - Reudnitz-Thonberg 04317 Leipzig - Reudnitz-Thonberg;2-Zimmer-Wohnung in gefragter Lage von Leipzig;136000.0;56.0;4.7;;95.0;;Gepflegt;gesunken;171.17;https://www.immometrica.com/de/offer/26740181;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27371409;4178;Böhlitz-Ehrenberg;Carl-Meyer-Straße 5 WE53, 04178 Böhlitz-Ehrenberg, Leipzig;frisch renoviert und bezugsfrei - Kompakte Singlewohnung mit Balkon & Stellplatz im Leipziger Westen;99900.0;38.7;4.7;;40.0;196.0;Neuwertig;-;201.0;https://www.immometrica.com/de/offer/27371409;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25506330;4317;Zentrum-Ost;04317 Leipzig (Reudnitz-Thonberg);EINE GARTENWOHNUNG ZUM VERLIEBEN | Apartment mit Tageslichtbad, Einbauküche, Balkon & Garten;140000.0;57.0;4.7;;211.0;;Vollständig renoviert;gesunken;146.43;https://www.immometrica.com/de/offer/25506330;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27760502;4179;Leipzig;04179 Leipzig;Bezugsfreie 2-Zimmer-Wohnung mit Balkon + Einbauküche im aufstrebenden Leipziger Neulindenau;109500.0;42.4;4.7;;5.0;;Gepflegt;-;182.58;https://www.immometrica.com/de/offer/27760502;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27623263;4179;Altlindenau;04179 Leipzig - Altlindenau 04179 Leipzig - Altlindenau;GALERIEWOHNUNG MIT BALKON | Wohnen über den Dächern von Leutzsch;130000.0;47.45;4.7;;17.0;248.0;Gepflegt;-;182.04;https://www.immometrica.com/de/offer/27623263;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/21638729;4299;Stötteritz;04299 Leipzig (Stötteritz);+++KAPITALANLAGE+++VERMIETET+++BELIEBTES VIERTEL+++2-ZIMMER-WHG+++BALKON+++KELLER+++TOP GRUNDRISS+++BEGRÜNTER INNENHOF+++PARK+++;139000.0;52.0;4.7;;568.0;;Gepflegt;-;150.05;https://www.immometrica.com/de/offer/21638729;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/22353449;4318;Anger-Crottendorf;04318 Leipzig - Sellerhausen-Stünz 04318 Leipzig - Sellerhausen-Stünz;Altbauflair & Sonnenbalkon – Sehr gepflegte 2-Zimmer-Wohnung im sanierten Denkmal;125000.0;53.48;4.6;3.0;497.0;287.0;Gepflegt;gesunken;149.84;https://www.immometrica.com/de/offer/22353449;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27102188;4318;Anger-Crottendorf;Neumannstr. 4, 04318 Leipzig;Stil & Charme - 2 Zimmer, Balkon - langjährig vermietet;135000.0;57.6;4.6;3.2;63.0;185.0;Gepflegt;-;171.56;https://www.immometrica.com/de/offer/27102188;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26622266;4347;Schönefeld-Abtnaundorf;04347 Schönefeld-Abtnaundorf, Leipzig;LUKRATIVE INVESTITION IN PARKNÄHE | Vermietete 2-Raum-Wohnung mit Balkon & Tageslichtbad;145000.0;62.1;4.6;3.4;105.0;222.0;Gepflegt;gesunken;151.54;https://www.immometrica.com/de/offer/26622266;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26872340;4249;Großzschocher;04249 Leipzig - Großzschocher 04249 Leipzig - Großzschocher;2 Zimmer ETW mit Balkon in ruhiger Hinterhoflage;150000.0;63.0;4.6;;83.0;205.0;Gepflegt;-;175.46;https://www.immometrica.com/de/offer/26872340;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27105491;4157;Gohlis-Mitte;04157 Gohlis-Mitte, Leipzig;Leipzig-Gohlis | Balkon | Aufzug | Mosaik-Parkett | Einbauküche;149000.0;52.0;4.6;;63.0;247.0;Gepflegt;-;141.77;https://www.immometrica.com/de/offer/27105491;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25988748;4277;Connewitz;Hildebrandstraße 45c WE 80, 04277 Connewitz, Leipzig;*CONNEWITZ* 2--Raumwohnung mit Parkett und Loggia*Wohnung ist vermietet*;141000.0;53.62;4.6;3.4;157.0;192.0;Saniert;-;163.8;https://www.immometrica.com/de/offer/25988748;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25964253;4315;Neustadt-Neuschönefeld;Lutherstraße 20, 04315 Leipzig (Neustadt-Neuschönefeld);Sonnige ETW in zentrumsnaher Lage mit Balkon!;139500.0;50.5;4.6;3.1;160.0;317.18;Neuwertig;-;127.74;https://www.immometrica.com/de/offer/25964253;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26903389;4319;Leipzig;Ernst-Guhr-Str. 7, 04319 Leipzig;2-Raumwohnung mit Balkon in ruhiger Lage in Leipzig;149900.0;57.0;4.6;3.6;80.0;287.0;Gepflegt;-;120.18;https://www.immometrica.com/de/offer/26903389;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26177871;4288;Holzhausen;Walter-Markov-Ring 11, 04288 Holzhausen, Leipzig;Charmante 2-Zimmerwohnung mit Balkon in ruhiger Lage;140000.0;54.36;4.6;3.1;140.0;242.0;Gepflegt;gesunken;147.43;https://www.immometrica.com/de/offer/26177871;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26763682;4317;Reudnitz-Thonberg;04317 Leipzig - Reudnitz-Thonberg 04317 Leipzig - Reudnitz-Thonberg;Top gepflegte Kapitalanlage in Leipzig;139000.0;56.0;4.6;;93.0;;Gepflegt;gesunken;157.73;https://www.immometrica.com/de/offer/26763682;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27427303;4299;Leipzig;Schönbachstr. 77, 04299 Leipzig;++ 4 % Bruttomietrendite – Vermietete 2-Zimmer-Wohnung in Leipzig Stötteritz ++;129000.0;50.0;4.6;4.0;34.0;170.0;Gepflegt;-;176.33;https://www.immometrica.com/de/offer/27427303;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27176522;4155;Gohlis-Süd;Herloßsohnstr. 8, 04155 Leipzig;Großzügige 1-Zimmer Wohnung in zentraler Lage von Leipzig;115000.0;41.4;4.6;4.2;57.0;258.0;Gepflegt;-;157.38;https://www.immometrica.com/de/offer/27176522;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27741752;4347;Schönefeld-Abtnaundorf;04347 Leipzig - Schönefeld-Abtnaundorf 04347 Leipzig - Schönefeld-Abtnaundorf;KAPITALANLAGE MIT TOP RENDITE | Vermietete 2-Raum-Wohnung mit Balkon & Tageslichtbad;145000.0;62.11;4.6;;7.0;222.0;Gepflegt;-;167.85;https://www.immometrica.com/de/offer/27741752;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27068935;4158;Lindenthal;Am Alten Flugfeld 92, 04158 Leipzig (Lindenthal);vermietete 2-Raum Wohnung mit Balkon und TG-Stellplatz in Lindenthal;129000.0;47.5;4.6;3.5;66.0;291.72;Gepflegt;-;141.53;https://www.immometrica.com/de/offer/27068935;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26102398;4209;Leipzig;Stuttgarter Allee 41, 04209 Leipzig;Attraktive 2-Raum-Eigentumswohnung im Wachstumsmarkt Leipzig - Perfekte Kapitalanlage oder Sofort einziehen!;119000.0;49.2;4.6;;147.0;;Gepflegt;-;155.53;https://www.immometrica.com/de/offer/26102398;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/19625220;4328;Paunsdorf;Am Bauernteich 1, 04328 Paunsdorf, Leipzig;Helle 2-Raum-Wohnung im Leipziger Osten;150000.0;65.61;4.6;2.5;770.0;319.9;Gepflegt;-;112.15;https://www.immometrica.com/de/offer/19625220;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/24546607;4299;Stötteritz;04299 Leipzig (Stötteritz);+++KAPITALANLAGE+++VERMIETET+++BELIEBTES VIERTEL+++2-ZIMMER-WHG+++BALKON+++KELLER+++TOP GRUNDRISS+++BEGRÜNTER INNENHOF+++PARK+++;135000.0;52.0;4.6;;284.0;;Gepflegt;-;141.56;https://www.immometrica.com/de/offer/24546607;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26773390;4177;Altlindenau;Karl-Ferlemann-Straße 54, 04177 Altlindenau, Leipzig;* Altlindenau * 2-Zimmer-Wohnung * Terrasse * Wanne * vermietet *;139000.0;60.0;4.5;2.6;92.0;261.0;Gepflegt;-;138.05;https://www.immometrica.com/de/offer/26773390;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27757988;4179;Leipzig;Gröpplerstr. 96, 04179 Leipzig;Bezugsfreie 2-Zimmer-Wohnung mit Balkon + Einbauküche im aufstrebenden Leipziger Neulindenau;109500.0;42.4;4.5;;6.0;;Gepflegt;-;170.58;https://www.immometrica.com/de/offer/27757988;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/26520952;4328;Paunsdorf;04328 Leipzig / Paunsdorf (Paunsdorf);Feine Zwei-Zimmer Wohnung mit herrlichem Balkonblick und TG -Stellplatz!;144000.0;60.0;4.5;;113.0;238.0;Gepflegt;gesunken;139.91;https://www.immometrica.com/de/offer/26520952;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27588777;4318;Leipzig;Herrnhuter Str. 10, 04318 Leipzig;Vermietete 2-Raum-Denkmalwohnung mit sonnigem Balkon & Weitblick in Anger-Crottendorf;140000.0;55.0;4.5;;21.0;;Saniert;-;131.43;https://www.immometrica.com/de/offer/27588777;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24280087;4328;Paunsdorf;Am Bauernteich 1, 04328 Paunsdorf, Leipzig;Preisreduzierung!!! Helle 2-Raum-Wohnung im Leipziger Osten;145000.0;60.0;4.5;;310.0;;Gepflegt;gesunken;121.28;https://www.immometrica.com/de/offer/24280087;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26989712;4357;Leipzig;Wöllnerstraße 7a, 04357 Großzschocher, Leipzig;Vermietete 2- Zimmer-Wohnung mit Balkon im ruhigen Hinterhof;150000.0;63.0;4.5;3.5;73.0;205.0;Modernisiert;-;126.27;https://www.immometrica.com/de/offer/26989712;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/20933890;4158;Leipzig;Robinienweg 6, 04158 Leipzig;IHRE NEUE WOHLFÜHLOASE | Renovierte 2-Raum-Wohnung mit Balkon & TG-Stellplatz;131550.0;52.6;4.5;3.5;639.0;355.4;Vollständig renoviert;gestiegen;111.53;https://www.immometrica.com/de/offer/20933890;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27052218;4316;Leipzig;Kastanienring 5, 04316 Leipzig;Bast-Bau Qualität! Appartement zur Kapitalanlage in toller Umgebung;121000.0;35.59;4.5;2.8;68.0;155.0;Neuwertig;-;198.35;https://www.immometrica.com/de/offer/27052218;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26022467;4129;Eutritzsch;Gedikestraße 7, 04129 Eutritzsch, Leipzig;Gemütliche 2-Zimmer-Wohnung in Eutritzsch;140000.0;53.37;4.5;3.6;154.0;201.0;Gepflegt;gesunken;149.43;https://www.immometrica.com/de/offer/26022467;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25035907;4319;Leipzig;Ernst-Guhr-Str. 7, 04319 Leipzig;2-Raumwohnung mit Balkon in ruhiger Lage in Leipzig;149900.0;57.0;4.5;3.6;239.0;287.0;Gepflegt;-;136.91;https://www.immometrica.com/de/offer/25035907;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26142501;4177;Altlindenau;William-Zipperer-Str. 44, 04177 Leipzig;Bezugsfrei ab 01.07.2026: Kompakt und gut geschnitten;130200.0;51.6;4.5;4.5;143.0;264.0;Gepflegt;-;141.98;https://www.immometrica.com/de/offer/26142501;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/17374691;4177;Lindenau;Josephstr. 39, 04177 Leipzig;Vermietete 1-Raum-ETW mit Loggia in Plagwitz-Lindenau;110600.0;32.64;4.5;2.7;989.0;;Gepflegt;gestiegen;188.94;https://www.immometrica.com/de/offer/17374691;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27741744;4159;Wahren;04159 Leipzig - Wahren 04159 Leipzig - Wahren;*Für Kapitalanleger*Vermietete 2 Raumwohnung mit Balkon und Stellplatz am Auensee*;138000.0;54.0;4.5;;7.0;285.0;Saniert;-;143.21;https://www.immometrica.com/de/offer/27741744;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/26901076;4179;Leutzsch;04179 Leipzig (Leutzsch);Apartment mit Balkon und neuer Einbauküche;119500.0;40.0;4.5;;80.0;134.0;Vollständig renoviert;-;184.48;https://www.immometrica.com/de/offer/26901076;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/21876611;4318;Leipzig;Püchauer Str. 5, 04318 Leipzig;2005 kernsanierte 2 Zimmer mit Altbau-Charme und Westbalkon ++ Beliebte Lage;136000.0;59.03;4.5;3.5;538.0;297.0;Gepflegt;-;119.94;https://www.immometrica.com/de/offer/21876611;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27752226;4318;Anger-Crottendorf;04318 Anger-Crottendorf, Leipzig;Ruhig wohnen mit Balkon, Stellplatz und guter Raumaufteilung;135000.0;52.8;4.4;3.4;6.0;264.0;Modernisiert;-;129.56;https://www.immometrica.com/de/offer/27752226;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/26721639;4159;Möckern;04159 Leipzig / Wahren (Möckern);*Für Kapitalanleger*Vermietete 2 Raumwohnung mit Balkon und Stellplatz am Auensee*;138000.0;54.0;4.4;4.7;97.0;285.0;Vollständig renoviert;gesunken;169.21;https://www.immometrica.com/de/offer/26721639;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26756821;4328;Sellerhausen-Stünz;Elisabeth-Schumacher-Straße 7, 04328 Sellerhausen-Stünz, Leipzig;Modernes Wohnen an Parkbogen Ost und Rietzschkeaue + West Balkon Gartenblick + Elegantes Fenster Bad;120600.0;43.86;4.4;3.3;93.0;225.17;Saniert;-;171.15;https://www.immometrica.com/de/offer/26756821;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27167682;4229;Schleußig;04229 Schleußig, Leipzig;2-Raum-Wohnung mit Loggia im beliebten Schleußig;135000.0;45.0;4.4;3.2;58.0;246.0;Gepflegt;-;133.56;https://www.immometrica.com/de/offer/27167682;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27372874;4178;Böhlitz-Ehrenberg;Carl-Meyer-Straße 5 WE53,04178 Böhlitz-Ehrenberg;"frisch renoviert und bezugsfrei -
Kompakte Singlewohnung mit Balkon & Stellplatz im Leipziger Westen";99900.0;38.73;4.4;;40.0;196.0;Modernisiert;-;195.12;https://www.immometrica.com/de/offer/27372874;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26063343;4315;Neustadt-Neuschönefeld;Ludwigstraße 10, 04315 Neustadt-Neuschönefeld, Leipzig;**Nähe ZENTRUM**2-Raumwohnung mit Einbauküche + Balkon + Parkett **WE ist vermietet**;145000.0;55.51;4.4;3.2;150.0;249.0;Saniert;-;121.28;https://www.immometrica.com/de/offer/26063343;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27718761;4177;Altlindenau;Mühligstraße 1, 04177 Altlindenau, Leipzig;Heute Kapitalanlage, morgen Eigenheim – vermietete Eigentumswohnung in Bestlage von Altlindenau;149900.0;54.0;4.4;3.1;9.0;;Gepflegt;-;132.91;https://www.immometrica.com/de/offer/27718761;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25183208;4288;Leipzig;Walter-Markov-Ring 4, 04288 Leipzig;2 Zimmer-Wohnung im südöstlichen Teil Leipzigs - unweit der Herzklinik;138000.0;49.0;4.4;;226.0;208.0;Modernisiert;-;140.68;https://www.immometrica.com/de/offer/25183208;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26215155;4177;Leipzig;Rabenerstr. 7, 04177 Leipzig;Heute Kapitalanlage - morgen Zuhause: 2 Zimmer im sanierten Gründerzeithaus;125000.0;48.6;4.4;;139.0;;Vollständig renoviert;gesunken;157.44;https://www.immometrica.com/de/offer/26215155;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27815599;4177;Lindenau;Henriettenstr. 14, 04177 Lindenau, Leipzig;Bezugsfreie Eigentumswohnung in Leipzig-Lindenau mit Terrasse, Wohnküche, Schlafzimm., Bad mit Wanne;115000.0;42.04;4.4;;0.0;;Gepflegt;-;156.85;https://www.immometrica.com/de/offer/27815599;<14 Tage;0;kein Liquiditätsrisiko;False
